Loading data...
Found 1731 confirmed mismatches to relabel
Caching reference images...
  Cached 346 reference images
To process: 1731
  [1/1731] ✓ ann    29: C:100 O:100 G:100 agree EVERGOOD CLASSIC HELE BØN -> 100(EVERGOOD CLASSIC FIL) (0.1/s, ETA:194m)
  [1464/1731] ✓ ann 30645: C:271 O:271 G:271 agree FRUKOST FULLKORN 320G WAS -> 271(FRUKOST KNEKKEBRØD 2) (0.3/s, ETA:16m)
  [1465/1731] ? ann 17068: C:2 O:None G:None split CHEERIOS MULTI 375G NESTL -> 2(FROKOSTRINGER FRUKTS) (0.3/s, ETA:16m)
  [1466/1731] ✓ ann  1202: C:45 O:45 G:45 agree LADY GREY TE 200G TWINING -> 45(LADY GREY TEA 25POS ) (0.3/s, ETA:16m)
  [1467/1731] ✓ ann  7772: C:48 O:48 G:None agree VITA HJERTEGO LETTMARGARI -> 48(SMØREMYK 600G ELDORA) (0.3/s, ETA:16m)
  [1468/1731] ? ann 32807: C:135 O:None G:236 split FIBER BALANCE 230G WASA -> 135(GÅRDSEGG EKSTRA STOR) (0.3/s, ETA:16m)
  [1469/1731] ? ann 27858: C:130 O:None G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 130(WEETOS CHOCO 375G WE) (0.3/s, ETA:16m)
  [1470/1731] ? ann  1412: C:259 O:178 G:None split NESCAFÉ MOCHA 136G NESTLE -> 259(REGIA KAKAO ORIGINAL) (0.3/s, ETA:16m)
  [1471/1731] ✓ ann  2932: C:325 O:325 G:None agree NESCAFE GOLD KOFFEINFRI 1 -> 325(NESCAFE GULL 100G) (0.3/s, ETA:16m)
  [1472/1731] ? ann  7812: C:275 O:80 G:None split GÅRDSEGG M/L 12STK ELDORA -> 275(EGG FRITTGÅENDE 18ST) (0.3/s, ETA:16m)
  [1473/1731] ? ann 27137: C:116 O:86 G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 116(FROKOSTBLANDING LION) (0.3/s, ETA:16m)
  [1474/1731] ✓ ann  2519: C:325 O:325 G:146 agree NESCAFE GOLD KOFFEINFRI 1 -> 325(NESCAFE GULL 100G) (0.3/s, ETA:16m)
  [1475/1731] ? ann 12763: C:97 O:None G:None split CHEERIOS HAVRE 375G NESTL -> 97(CHEERIOS MULTI 375G ) (0.3/s, ETA:16m)
  [1476/1731] ? ann 17066: C:116 O:None G:None split CHEERIOS HAVRE 375G NESTL -> 116(FROKOSTBLANDING LION) (0.3/s, ETA:16m)
  [1477/1731] ? ann 26836: C:39 O:None G:239 split KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:16m)
  [1478/1731] ? ann 11634: C:191 O:97 G:None split CHEERIOS HAVRE 375G NESTL -> 191(ALL-BRAN REGULAR 375) (0.3/s, ETA:16m)
  [1479/1731] ✓ ann  3222: C:325 O:325 G:146 agree NESCAFE GOLD ORGANIC&FAIR -> 325(NESCAFE GULL 100G) (0.3/s, ETA:15m)
  [1480/1731] ? ann 17391: C:265 O:None G:None split CRUNCHY MUSLI 750G FIRST  -> 265(MELLOMBAR SUKKERFRI ) (0.3/s, ETA:15m)
  [1481/1731] ? ann 24434: C:282 O:None G:None split SURDEIG KNEKKEBRØD WASA -> 282(FILTERPOSER NR.4 200) (0.3/s, ETA:15m)
  [1482/1731] ✓ ann  3223: C:325 O:325 G:325 agree NESCAFE GOLD ORGANIC&FAIR -> 325(NESCAFE GULL 100G) (0.3/s, ETA:15m)
  [1483/1731] ? ann  3482: C:64 O:141 G:None split EVERGOOD CLASSIC KOKMALT  -> 64(TASSIMO EVERGOOD CLA) (0.3/s, ETA:15m)
  [1484/1731] ✓ ann 32291: C:284 O:217 G:284 agree MELLOMBAR SOMMERVIBBER 13 -> 284(MELLOMBAR KOKOS&SJOK) (0.3/s, ETA:15m)
  [1485/1731] ✓ ann 13857: C:97 O:97 G:None agree CHEERIOS HAVRE 375G NESTL -> 97(CHEERIOS MULTI 375G ) (0.3/s, ETA:15m)
  [1486/1731] ? ann  7644: C:283 O:139 G:None split EGG FRITTGÅENDE M/L/XL SO -> 283(GÅRDSEGG M/L 12STK E) (0.3/s, ETA:15m)
  [1487/1731] ? ann 17067: C:2 O:None G:None split CHEERIOS MULTI 375G NESTL -> 2(FROKOSTRINGER FRUKTS) (0.3/s, ETA:15m)
  [1488/1731] ? ann 19753: C:39 O:None G:None split KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:15m)
  [1489/1731] ✓ ann  2105: C:64 O:64 G:None agree EVERGOOD CLASSIC FILTERMA -> 64(TASSIMO EVERGOOD CLA) (0.3/s, ETA:15m)
  [1490/1731] ? ann 29485: C:None O:338 G:None split FRUKOST FULLKORN 320G WAS -> 338(HUSMAN KNEKKEBRØD 52) (0.3/s, ETA:15m)
  [1491/1731] ? ann 30439: C:130 O:None G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 130(WEETOS CHOCO 375G WE) (0.3/s, ETA:15m)
  [1492/1731] ✓ ann  5948: C:74 O:74 G:None agree NESCAFE ORIGINAL 180G REF -> 74(NESCAFE BRASERO REFI) (0.3/s, ETA:15m)
  [1493/1731] ✓ ann 15395: C:15 O:15 G:15 agree RIS PUFFET 260G FIRST PRI -> 15(FRUKT MÜSLI 1KG FIRS) (0.3/s, ETA:15m)
  [1494/1731] ? ann 17328: C:2 O:116 G:None split CHEERIOS HAVRE 375G NESTL -> 2(FROKOSTRINGER FRUKTS) (0.3/s, ETA:15m)
  [1495/1731] ? ann 10688: C:345 O:212 G:None split MUSLI BLÅBÆR 630G AXA -> 345(KNEKKEBRØD URTER&HAV) (0.3/s, ETA:15m)
  [1496/1731] ✓ ann 26834: C:307 O:307 G:39 agree KNEKKEBRØD RUNDA SESAM&HA -> 307(MAISKAKER OST 125G F) (0.3/s, ETA:14m)
  [1497/1731] ? ann 20404: C:244 O:None G:None split FRUKOST FULLKORN 320G WAS -> 244(RUGSPRØ HAVRE 180G W) (0.3/s, ETA:14m)
  [1498/1731] ? ann 32379: C:244 O:86 G:None split FRUKOST FULLKORN 320G WAS -> 244(RUGSPRØ HAVRE 180G W) (0.3/s, ETA:14m)
  [1499/1731] ? ann  8073: C:232 O:None G:None split EGG FRITTGÅENDE 18STK S/M -> 232(EGG ØKOLOGISK M/L/XL) (0.3/s, ETA:14m)
  [1500/1731] ✓ ann    68: C:136 O:259 G:259 agree SJOKOLADEDRIKK 10PK 320G  -> 259(REGIA KAKAO ORIGINAL) (0.3/s, ETA:14m)
  [1501/1731] ✓ ann 12156: C:261 O:None G:261 agree MÜSLI RISTET HAVRE&TRANEB -> 261(MÜSLI HASSELNØTT 600) (0.3/s, ETA:14m)
  [1502/1731] ? ann 18224: C:2 O:None G:None split CHEERIOS MULTI 375G NESTL -> 2(FROKOSTRINGER FRUKTS) (0.3/s, ETA:14m)
  [1503/1731] ? ann 25478: C:212 O:92 G:None split KNEKKEBRØD SPORT+ 210G WA -> 212(KNEKKEBRØD 220G SIGD) (0.3/s, ETA:14m)
  [1504/1731] ? ann 29329: C:197 O:244 G:None split HUSMAN KNEKKEBRØD 260G WA -> 197(SPECIAL K CLASSIC 33) (0.3/s, ETA:14m)
  [1505/1731] ? ann 15372: C:187 O:None G:None split CHEERIOS HAVRE 375G NESTL -> 187(WEETABIX ORIGINAL FR) (0.3/s, ETA:14m)
  [1506/1731] ✓ ann 14350: C:315 O:315 G:315 agree MUSLI BLÅBÆR 630G AXA -> 315(4-KORN 675G AXA) (0.3/s, ETA:14m)
  [1507/1731] ? ann 22904: C:39 O:None G:None split KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:14m)
  [1508/1731] ✓ ann 30197: C:349 O:349 G:None agree FIBER BALANCE 230G WASA -> 349(KNEKKEBRØD SPORT+ 21) (0.3/s, ETA:14m)
  [1509/1731] ✓ ann 27026: C:None O:22 G:22 agree MÜSLI BLÅBÆR 630G AXA -> 22(MÜSLI RISTET HAVRE&T) (0.3/s, ETA:14m)
  [1510/1731] ? ann 28013: C:86 O:207 G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 86(HAVRE KNEKKEBRØD 300) (0.3/s, ETA:14m)
  [1511/1731] ? ann 20553: C:130 O:None G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 130(WEETOS CHOCO 375G WE) (0.3/s, ETA:14m)
  [1512/1731] ? ann 11070: C:261 O:None G:90 split GRANOLA MED JORDBÆR 390G  -> 261(MÜSLI HASSELNØTT 600) (0.3/s, ETA:13m)
  [1513/1731] ? ann  1712: C:203 O:300 G:None split FOREST FRUIT TEA 20POS LI -> 203(ROOIBOS TE 20POS LIP) (0.3/s, ETA:13m)
  [1514/1731] ✓ ann 13858: C:97 O:97 G:None agree CHEERIOS HAVRE 375G NESTL -> 97(CHEERIOS MULTI 375G ) (0.3/s, ETA:13m)
  [1515/1731] ? ann 10410: C:170 O:None G:None split MÜSLI HASSELNØTT 600G AXA -> 170(MÜSLI ENERGI 650G AX) (0.3/s, ETA:13m)
  [1516/1731] ? ann 27772: C:250 O:None G:31 split KNEKKEBRØD DIN STUND CHIA -> 250(LEKSANDS KNEKKE NORM) (0.3/s, ETA:13m)
  [1517/1731] ? ann     4: C:9 O:None G:None split NESCAFÉ MOCHA 136G NESTLE -> 9(ESPRESSO INTENSO 16K) (0.3/s, ETA:13m)
  [1518/1731] ? ann 14321: C:241 O:None G:None split BERIT GRANOLA M/PUFFET HA -> 241(SANDWICH CHEESE GRES) (0.3/s, ETA:13m)
  [1519/1731] ✓ ann 12737: C:328 O:328 G:328 agree GRANOLA SJOKOLADE&NØTTER  -> 328(GRANOLA EPLE&BÆR 375) (0.3/s, ETA:13m)
  [1520/1731] ? ann 13084: C:116 O:None G:None split CHEERIOS HAVRE 375G NESTL -> 116(FROKOSTBLANDING LION) (0.3/s, ETA:13m)
  [1521/1731] ? ann 28241: C:116 O:345 G:None split RYVITA KNEKKEBRØD SESAM 2 -> 116(FROKOSTBLANDING LION) (0.3/s, ETA:13m)
  [1522/1731] ? ann 15059: C:2 O:None G:None split CHEERIOS MULTI 375G NESTL -> 2(FROKOSTRINGER FRUKTS) (0.3/s, ETA:13m)
  [1523/1731] ? ann 34133: C:39 O:None G:None split KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:13m)
  [1524/1731] ? ann 16639: C:None O:None G:308 split GRANOLA MED JORDBÆR 390G  -> 308(HAVREGRANOLA  JORDBÆ) (0.3/s, ETA:13m)
  [1525/1731] ✓ ann  6016: C:256 O:256 G:304 agree EVERGOOD CLASSIC FILTERMA -> 256(KAFFEFILTER PRESSKAN) (0.3/s, ETA:13m)
  [1526/1731] ? ann 24300: C:90 O:None G:None split HUSMAN KNEKKEBRØD 260G WA -> 90(GRANOLA PEKAN GL.FRI) (0.3/s, ETA:13m)
  [1527/1731] ? ann 29273: C:130 O:132 G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 130(WEETOS CHOCO 375G WE) (0.3/s, ETA:13m)
  [1528/1731] ? ann 16672: C:23 O:None G:None split CHEERIOS MULTI 375G NESTL -> 23(FITNESS FROKOST 375G) (0.3/s, ETA:12m)
  [1529/1731] ? ann 25357: C:8 O:None G:349 split KNEKKEBRØD 100 FRØ&HAVSAL -> 8(FLATBRØD MORS) (0.3/s, ETA:12m)
  [1530/1731] ? ann 15914: C:2 O:29 G:None split CHEERIOS MULTI 375G NESTL -> 2(FROKOSTRINGER FRUKTS) (0.3/s, ETA:12m)
  [1531/1731] ? ann 25474: C:92 O:212 G:None split FIBER BALANCE 230G WASA -> 92(KNEKKEBRØD GODT FOR ) (0.3/s, ETA:12m)
  [1532/1731] ✓ ann  9679: C:224 O:224 G:224 agree SOFT FLORA LETT 235G -> 224(SOFT FLORA LETT 540G) (0.3/s, ETA:12m)
  [1533/1731] ✓ ann  5952: C:325 O:325 G:None agree NESCAFE GOLD KOFFEINFRI 1 -> 325(NESCAFE GULL 100G) (0.3/s, ETA:12m)
  [1534/1731] ✓ ann  7571: C:81 O:175 G:175 agree SOFT FLORA ORIGINAL 540G -> 175(MELANGE MARGARIN 500) (0.3/s, ETA:12m)
  [1535/1731] ✓ ann 11065: C:47 O:117 G:47 agree SUPERGRANOLA GLUTENFRI 35 -> 47(GRANOLA EPLE&KANEL 4) (0.3/s, ETA:12m)
  [1536/1731] ? ann 27859: C:284 O:246 G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 284(MELLOMBAR KOKOS&SJOK) (0.3/s, ETA:12m)
  [1537/1731] ? ann 32342: C:284 O:86 G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 284(MELLOMBAR KOKOS&SJOK) (0.3/s, ETA:12m)
  [1538/1731] ✓ ann  9698: C:275 O:275 G:None agree GÅRDSEGG M/L 12STK ELDORA -> 275(EGG FRITTGÅENDE 18ST) (0.3/s, ETA:12m)
  [1539/1731] ✓ ann 15040: C:108 O:108 G:108 agree SVARTHAVRERIS ØKOLOGISK D -> 108(MUSLI M/BELGISK SJOK) (0.3/s, ETA:12m)
  [1540/1731] ? ann 15839: C:308 O:None G:108 split BERIT GRANOLA M/PUFFET HA -> 308(HAVREGRANOLA  JORDBÆ) (0.3/s, ETA:12m)
  [1541/1731] ✓ ann   736: C:49 O:49 G:49 agree ALI MØRKBRENT FILTERMALT  -> 49(EVERGOOD DARK ROAST ) (0.3/s, ETA:12m)
  [1542/1731] ✓ ann 15448: C:201 O:201 G:None agree MUSLI ENERGI 675G AXA -> 201(MUSLI FRUKT 700G AXA) (0.3/s, ETA:12m)
  [1543/1731] ? ann 13553: C:2 O:None G:None split HAVREGRØT ROSIN&VANILJE 5 -> 2(FROKOSTRINGER FRUKTS) (0.3/s, ETA:12m)
  [1544/1731] ✓ ann  7849: C:119 O:119 G:119 agree SOFT FLORA ORIGINAL 540G -> 119(SOFT FLORA STEKE&BAK) (0.3/s, ETA:12m)
  [1545/1731] ✓ ann  3228: C:24 O:24 G:None agree FOREST FRUIT TEA 20POS LI -> 24(GRØNN MINT TE 20POS ) (0.3/s, ETA:11m)
  [1546/1731] ✓ ann  3231: C:319 O:319 G:203 agree BLACK TEA PEACG&MANGO 20P -> 319(LIPTON ICETEA PEACH ) (0.3/s, ETA:11m)
  [1547/1731] ✓ ann  1907: C:189 O:189 G:189 agree FOREST FRUIT TEA 20POS LI -> 189(YELLOW LABEL TEA 25P) (0.3/s, ETA:11m)
  [1548/1731] ? ann  3560: C:40 O:None G:None split ALI ORIGINAL FILTERMALT 2 -> 40(FRIELE FROKOST FILTE) (0.3/s, ETA:11m)
  [1549/1731] ? ann 18488: C:187 O:97 G:None split CHEERIOS HAVRE 375G NESTL -> 187(WEETABIX ORIGINAL FR) (0.3/s, ETA:11m)
  [1550/1731] ? ann 17628: C:23 O:None G:None split CHEERIOS HAVRE 375G NESTL -> 23(FITNESS FROKOST 375G) (0.3/s, ETA:11m)
  [1551/1731] ? ann 10911: C:308 O:None G:None split BERIT GRANOLA M/PUFFET HA -> 308(HAVREGRANOLA  JORDBÆ) (0.3/s, ETA:11m)
  [1552/1731] ? ann 17957: C:308 O:None G:None split BERIT GRANOLA M/PUFFET HA -> 308(HAVREGRANOLA  JORDBÆ) (0.3/s, ETA:11m)
  [1553/1731] ? ann 20800: C:233 O:246 G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 233(LEKSANDS KNEKKE GODT) (0.3/s, ETA:11m)
  [1554/1731] ✓ ann    69: C:136 O:259 G:259 agree SJOKOLADEDRIKK 10PK 320G  -> 259(REGIA KAKAO ORIGINAL) (0.3/s, ETA:11m)
  [1555/1731] ✓ ann  6104: C:300 O:300 G:None agree BLACK TEA PEACG&MANGO 20P -> 300() (0.3/s, ETA:11m)
  [1556/1731] ? ann 34229: C:92 O:212 G:None split FRØKRISP KNEKKEBRØD ØKOLO -> 92(KNEKKEBRØD GODT FOR ) (0.3/s, ETA:11m)
  [1557/1731] ✓ ann  8303: C:104 O:104 G:220 agree MEIERISMØR 500G TINE -> 104(SMØR USALTET 250G TI) (0.3/s, ETA:11m)
  [1558/1731] ? ann 13556: C:283 O:None G:186 split SUPERGRØT KANEL&PUFFET QU -> 283(GÅRDSEGG M/L 12STK E) (0.3/s, ETA:11m)
  [1559/1731] ? ann 13501: C:197 O:None G:None split FITNESS FROKOST 375G NEST -> 197(SPECIAL K CLASSIC 33) (0.3/s, ETA:11m)
  [1560/1731] ? ann 27027: C:92 O:None G:None split MÜSLI BLÅBÆR 630G AXA -> 92(KNEKKEBRØD GODT FOR ) (0.3/s, ETA:11m)
  [1561/1731] ✓ ann 34178: C:307 O:307 G:307 agree MAISKAKER POPCORN 125G FR -> 307(MAISKAKER OST 125G F) (0.3/s, ETA:10m)
  [1562/1731] ✓ ann 10666: C:97 O:97 G:97 agree CHEERIOS HAVRE 375G NESTL -> 97(CHEERIOS MULTI 375G ) (0.3/s, ETA:10m)
  [1563/1731] ✓ ann 18624: C:234 O:234 G:None agree LEKSANDS KNEKKE GODT STEK -> 234(LANO SÅPE 2X125G) (0.3/s, ETA:10m)
  [1564/1731] ? ann 27273: C:199 O:236 G:None split LEKSANDS KNEKKE FIBERBIT  -> 199(GREEN CEYLON TE ØKOL) (0.3/s, ETA:10m)
  [1565/1731] ? ann 15768: C:345 O:212 G:201 split MUSLI BLÅBÆR 630G AXA -> 345(KNEKKEBRØD URTER&HAV) (0.3/s, ETA:10m)
  [1566/1731] ? ann 19253: C:130 O:246 G:None split HAVREKNEKKEBRØD TYNT 265G -> 130(WEETOS CHOCO 375G WE) (0.3/s, ETA:10m)
  [1567/1731] ? ann 10892: C:2 O:None G:None split HAVREGRØT ROSIN&VANILJE 5 -> 2(FROKOSTRINGER FRUKTS) (0.3/s, ETA:10m)
  [1568/1731] ✓ ann 12133: C:97 O:97 G:97 agree CHEERIOS HAVRE 375G NESTL -> 97(CHEERIOS MULTI 375G ) (0.3/s, ETA:10m)
  [1569/1731] ? ann 17709: C:116 O:None G:None split NESQUIK FROKOSTBLANDING 3 -> 116(FROKOSTBLANDING LION) (0.3/s, ETA:10m)
  [1570/1731] ✓ ann 19014: C:39 O:307 G:307 agree KNEKKEBRØD RUNDA SESAM&HA -> 307(MAISKAKER OST 125G F) (0.3/s, ETA:10m)
  [1571/1731] ? ann   131: C:103 O:None G:100 split ALI MØRKBRENT FILTERMALT  -> 103(EVERGOOD DARK ROAST ) (0.3/s, ETA:10m)
  [1572/1731] ? ann 20701: C:244 O:86 G:None split FRUKOST KNEKKEBRØD 240G W -> 244(RUGSPRØ HAVRE 180G W) (0.3/s, ETA:10m)
  [1573/1731] ? ann 15120: C:2 O:None G:None split CHEERIOS MULTI 375G NESTL -> 2(FROKOSTRINGER FRUKTS) (0.3/s, ETA:10m)
  [1574/1731] ✓ ann 10320: C:47 O:47 G:47 agree SUPERGRANOLA GLUTENFRI 35 -> 47(GRANOLA EPLE&KANEL 4) (0.3/s, ETA:10m)
  [1575/1731] ? ann 24567: C:109 O:None G:None split RISKAKER 100G FIRST PRICE -> 109(KNEKKEBRØD 100 FRØ&H) (0.3/s, ETA:10m)
  [1576/1731] ? ann 25114: C:307 O:None G:39 split KNEKKEBRØD RUNDA SESAM&HA -> 307(MAISKAKER OST 125G F) (0.3/s, ETA:10m)
  [1577/1731] ? ann 19623: C:280 O:169 G:212 split KNEKKEBRØD HAVRE 220G SIG -> 280(RISKAKER 100G FIRST ) (0.3/s, ETA:9m)
  [1578/1731] ? ann 24492: C:325 O:146 G:None split LEKSANDS KNEKKE FIBERBIT  -> 325(NESCAFE GULL 100G) (0.3/s, ETA:9m)
  [1579/1731] ✓ ann 22894: C:130 O:132 G:132 agree KNEKKEBRØD 100 FRØ&HAVSAL -> 132(FRUKOST FULLKORN 320) (0.3/s, ETA:9m)
  [1580/1731] ? ann 13711: C:187 O:97 G:None split CHEERIOS HAVRE 375G NESTL -> 187(WEETABIX ORIGINAL FR) (0.3/s, ETA:9m)
  [1581/1731] ? ann 17462: C:187 O:None G:None split CHEERIOS HAVRE 375G NESTL -> 187(WEETABIX ORIGINAL FR) (0.3/s, ETA:9m)
  [1582/1731] ? ann 10668: C:342 O:None G:None split CHEERIOS MULTI 375G NESTL -> 342(HAVREFRAS 375G) (0.3/s, ETA:9m)
  [1583/1731] ✓ ann 17317: C:117 O:117 G:117 agree MUSLI HAVRE&MANDEL 400G B -> 117(GRANOLA HASSELNØTT&K) (0.3/s, ETA:9m)
  [1584/1731] ✓ ann 23821: C:212 O:212 G:212 agree KNEKKEBRØD URTER&HAVSALT  -> 212(KNEKKEBRØD 220G SIGD) (0.3/s, ETA:9m)
  [1585/1731] ? ann 15216: C:161 O:268 G:None split HAVREGRØT ROSIN&VANILJE 5 -> 161(HAVRERINGER 250G SYN) (0.3/s, ETA:9m)
  [1586/1731] ✓ ann 18226: C:2 O:2 G:None agree CHEERIOS MULTI 375G NESTL -> 2(FROKOSTRINGER FRUKTS) (0.3/s, ETA:9m)
  [1587/1731] ? ann 34221: C:130 O:152 G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 130(WEETOS CHOCO 375G WE) (0.3/s, ETA:9m)
  [1588/1731] ? ann 17065: C:116 O:None G:None split CHEERIOS HAVRE 375G NESTL -> 116(FROKOSTBLANDING LION) (0.3/s, ETA:9m)
  [1589/1731] ? ann 24423: C:147 O:None G:None split SURDEIG KNEKKEBRØD WASA -> 147(ROOIBOS TE ØKOLOGISK) (0.3/s, ETA:9m)
  [1590/1731] ? ann 17461: C:187 O:None G:None split CHEERIOS HAVRE 375G NESTL -> 187(WEETABIX ORIGINAL FR) (0.3/s, ETA:9m)
  [1591/1731] ? ann 27551: C:244 O:86 G:None split KNEKKEBRØD SPORT+ 210G WA -> 244(RUGSPRØ HAVRE 180G W) (0.3/s, ETA:9m)
  [1592/1731] ? ann 22412: C:130 O:86 G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 130(WEETOS CHOCO 375G WE) (0.3/s, ETA:9m)
  [1593/1731] ? ann 28256: C:244 O:338 G:None split FIBER BALANCE 230G WASA -> 244(RUGSPRØ HAVRE 180G W) (0.3/s, ETA:9m)
  [1594/1731] ? ann 20337: C:197 O:246 G:None split KNEKKEBRØD SPORT+ 210G WA -> 197(SPECIAL K CLASSIC 33) (0.3/s, ETA:8m)
  [1595/1731] ✓ ann  8138: C:119 O:119 G:119 agree SOFT FLORA ORIGINAL 540G -> 119(SOFT FLORA STEKE&BAK) (0.3/s, ETA:8m)
  [1596/1731] ✓ ann   849: C:300 O:300 G:None agree BLACK TEA PEACG&MANGO 20P -> 300() (0.3/s, ETA:8m)
  [1597/1731] ? ann  7734: C:237 O:139 G:None split EGG FRITTGÅENDE M/L 6PK P -> 237(EGG FRITTGÅENDE L/XL) (0.3/s, ETA:8m)
  [1598/1731] ? ann  8148: C:None O:175 G:None split SOFT FLORA ORIGINAL 540G -> 175(MELANGE MARGARIN 500) (0.3/s, ETA:8m)
  [1599/1731] ✓ ann  3696: C:87 O:87 G:None agree SOLBÆR TE 25POS TWININGS -> 87(SPICY INDIAN CHAI TE) (0.3/s, ETA:8m)
  [1600/1731] ? ann 24409: C:238 O:132 G:None split LEKSANDS TREKANT HAVRE 20 -> 238(KAMILLE TE ØKOLOGISK) (0.3/s, ETA:8m)
  [1601/1731] ? ann 14358: C:191 O:None G:None split CORN FLAKES 500G KELLOGGS -> 191(ALL-BRAN REGULAR 375) (0.3/s, ETA:8m)
  [1602/1731] ? ann 17753: C:342 O:None G:26 split MUSLI BLÅBÆR 630G AXA -> 342(HAVREFRAS 375G) (0.3/s, ETA:8m)
  [1603/1731] ? ann  7771: C:128 O:48 G:None split VITA HJERTEGO LETTMARGARI -> 128(SMØREMYK LETT 400G E) (0.3/s, ETA:8m)
  [1604/1731] ? ann 34287: C:211 O:250 G:None split LEKSANDS KNEKKE GODT STEK -> 211(BJØRN HAVREMEL 1KG A) (0.3/s, ETA:8m)
  [1605/1731] ? ann 29488: C:3 O:None G:None split MELLOMBAR CHIA,QUINOA&NØT -> 3(KNEKKEBRØD DIN STUND) (0.3/s, ETA:8m)
  [1606/1731] ✓ ann  7048: C:325 O:325 G:None agree NESCAFE GOLD KOFFEINFRI 1 -> 325(NESCAFE GULL 100G) (0.3/s, ETA:8m)
  [1607/1731] ? ann 20566: C:52 O:None G:None split FRUKOST FULLKORN 320G WAS -> 52(RUGSPRØ 200G WASA) (0.3/s, ETA:8m)
  [1608/1731] ? ann 21387: C:338 O:246 G:None split KNEKKEBRØD SPORT+ 210G WA -> 338(HUSMAN KNEKKEBRØD 52) (0.3/s, ETA:8m)
  [1609/1731] ? ann 15118: C:23 O:None G:None split CHEERIOS MULTI 375G NESTL -> 23(FITNESS FROKOST 375G) (0.3/s, ETA:8m)
  [1610/1731] ? ann 13165: C:161 O:None G:None split CHEERIOS HAVRE 375G NESTL -> 161(HAVRERINGER 250G SYN) (0.3/s, ETA:7m)
  [1611/1731] ✓ ann 16176: C:261 O:261 G:261 agree MUSLI FRUKT 700G AXA -> 261(MÜSLI HASSELNØTT 600) (0.3/s, ETA:7m)
  [1612/1731] ? ann   107: C:55 O:None G:None split COTW COLOMBIA EXCELSO KAF -> 55(COTW LUNGO KOFFEINFR) (0.3/s, ETA:7m)
  [1613/1731] ✓ ann  7673: C:275 O:275 G:275 agree EGG ØKOLOGISK M/L/XL 6STK -> 275(EGG FRITTGÅENDE 18ST) (0.3/s, ETA:7m)
  [1614/1731] ✓ ann 17572: C:97 O:97 G:97 agree CHEERIOS HAVRE 375G NESTL -> 97(CHEERIOS MULTI 375G ) (0.3/s, ETA:7m)
  [1615/1731] ? ann 20979: C:42 O:296 G:None split KNEKKEBRØD SPORT+ 210G WA -> 42(KNEKKS KJEKS M/SPELT) (0.3/s, ETA:7m)
  [1616/1731] ✓ ann 33744: C:243 O:243 G:243 agree RYVITA KNEKKEBRØD SESAM 2 -> 243(RYVITA KNEKKEBRØD RU) (0.3/s, ETA:7m)
  [1617/1731] ? ann 10538: C:265 O:None G:None split CRUNCHY MUSLI 750G FIRST  -> 265(MELLOMBAR SUKKERFRI ) (0.3/s, ETA:7m)
  [1618/1731] ✓ ann 24637: C:307 O:307 G:307 agree MAISKAKER POPCORN 125G FR -> 307(MAISKAKER OST 125G F) (0.3/s, ETA:7m)
  [1619/1731] ? ann 28172: C:244 O:None G:None split FRUKOST KNEKKEBRØD 240G W -> 244(RUGSPRØ HAVRE 180G W) (0.3/s, ETA:7m)
  [1620/1731] ? ann 15840: C:308 O:None G:None split BERIT GRANOLA M/PUFFET HA -> 308(HAVREGRANOLA  JORDBÆ) (0.3/s, ETA:7m)
  [1621/1731] ✓ ann  3654: C:189 O:189 G:189 agree FOREST FRUIT TEA 20POS LI -> 189(YELLOW LABEL TEA 25P) (0.3/s, ETA:7m)
  [1622/1731] ✓ ann 27765: C:38 O:38 G:38 agree KNEKKEBRØD DIN STUND CHIA -> 38(KNEKKEBRØD DIN STUND) (0.3/s, ETA:7m)
  [1623/1731] ? ann 17620: C:15 O:280 G:None split 4-KORN 675G AXA -> 15(FRUKT MÜSLI 1KG FIRS) (0.3/s, ETA:7m)
  [1624/1731] ✓ ann 19134: C:226 O:226 G:None agree LANO SÅPE 2X125G -> 226(LEKSANDS TREKANT HAV) (0.3/s, ETA:7m)
  [1625/1731] ? ann 11049: C:345 O:None G:None split MÜSLI HASSELNØTT 600G AXA -> 345(KNEKKEBRØD URTER&HAV) (0.3/s, ETA:7m)
  [1626/1731] ✓ ann 18545: C:186 O:186 G:None agree SUPERGRØT KANEL&PUFFET QU -> 186(SUPERGRØT SKOGSBÆR 5) (0.3/s, ETA:6m)
